STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/18/18,6.93,",,W",0,",,W,2400",,,0,",,W",0,",,W",42,"H,,S",55,",,W",32,",,W",,,20,",,W",30,",,W",14.1,",,W",17,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/19/18,7.38,",,W",0,",,W,2400",,,0,",,W",0,",,W",47,"H,,S",62,",,W",33,",,W",,,260,",,W",260,",,W",16.1,",,W",19,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/20/18,9.62,",,W",0,"T,,W,2400",,,0,",,W",0,",,W",50,"H,,S",61,",,W",38,",,W",,,230,",,W",230,",,W",17,",,W",21,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/21/18,18.34,",,W",0,"T,,W,2400",,,0,",,W",0,",,W",54,"H,,S",58,",,W",38,",,W",,,240,",,W",230,",,W",35.1,",,W",42.1,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/22/18,4.03,",,W",0,",,W,2400",,,0,",,W",0,",,W",44,"H,,S",56,",,W",32,",,W",,,20,",,W",20,",,W",13,",,W",15,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/23/18,6.26,",,W",0,",,W,2400",,,0,",,W",0,",,W",48,"H,,S",64,",,W",34,",,W",,,40,",,W",40,",,W",16.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/24/18,5.37,",,W",0,",,W,2400",,,0,",,W",0,",,W",54,"H,,S",71,",,W",41,",,W",,,140,",,W",90,",,W",14.1,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/25/18,3.8,",,W",0,",,W,2400",,,0,",,W",0,",,W",58,"H,,S",73,",,W",45,",,W",,,250,",,W",270,",,W",14.1,",,W",17,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/26/18,4.25,",,W",0,",,W,2400",,,0,",,W",0,",,W",60,"H,,S",76,",,W",44,",,W",,,60,",,W",60,",,W",13,",,W",15,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/27/18,9.62,",,W",0,",,W,2400",,,0,",,W",0,",,W",63,"H,,S",83,",,W",48,",,W",,,210,",,W",200,",,W",28,",,W",35.1,",,W",,,,,,,,,,,,,1,",,W",1,",,W",,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/28/18,8.72,",,W",0.06,",,W,2400",,,0,",,W",0,",,W",54,"H,,S",57,",,W",43,",,W",,,190,",,W",200,",,W",21.9,",,W",28,",,W",1,",,W",,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/29/18,8.95,",,W",0,"T,,W,2400",,,0,",,W",0,",,W",49,"H,,S",60,",,W",40,",,W",,,250,",,W",250,",,W",18.1,",,W",23,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,4/30/18,7.38,",,W",0.01,",,W,2400",,,0,",,W",0,",,W",49,"H,,S",59,",,W",41,",,W",,,280,",,W",280,",,W",19.9,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,5/1/18,6.93,",,W",0.04,",,W,2400",,,0,",,W",0,",,W",50,"H,,S",58,",,W",42,",,W",,,230,",,W",230,",,W",17,",,W",19,",,W",,,,,,,,,,,,,,,,,,
USW00024157,"SPOKANE INTERNATIONAL AIRPORT, WA US",47.6216,-117.528,717.2,5/2/18,9.17,",,W",0,",,W,2400",,,0,",,W",0,",,W",51,"H,,S",70,",,W",40,",,W",,,250,",,W",230,",,W",18.1,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,
