"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-02-20","5.14",",,W","0.00","T,,W,2400",,,"0.0","T,,W","3.1",",,W","13","H,,S","21",",,W","8",",,W",,,"  140",",,W","  140",",,W","12.1",",,W","14.1",",,W",,,,,,,,,,,,,,,"    1",",,W",,
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-02-21","3.58",",,W","0.00","T,,W,2400",,,"0.0","T,,W","2.0",",,W","13","H,,S","24",",,W","4",",,W",,,"  140",",,W","  140",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-02-22","7.83",",,W","0.00","T,,W,2400",,,"0.0","T,,W","2.0",",,W","19","H,,S","27",",,W","12",",,W",,,"   40",",,W","   10",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-02-23","10.51",",,W","0.05",",,W,2400",,,"0.3",",,W","2.0",",,W","18","H,,S","26",",,W","7",",,W",,,"  210",",,W","  210",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,,"    1",",,W"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-02-24","8.28",",,W","0.07",",,W,2400",,,"0.9",",,W","3.1",",,W","24","H,,S","30",",,W","21",",,W",,,"  200",",,W","  200",",,W","17.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-02-25","22.37",",,W","0.00",",,W,2400",,,"0.0",",,W","3.1",",,W","30","H,,S","39",",,W","25",",,W",,,"  220",",,W","  210",",,W","40.0",",,W","52.1",",,W",,,,,,,,,,,,,,,,,"    1",",,W"
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-02-26","7.61",",,W","0.00",",,W,2400",,,"0.0",",,W","2.0",",,W","28","H,,S","36",",,W","19",",,W",,,"  220",",,W","  220",",,W","17.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-02-27","14.32",",,W","0.00","T,,W,2400",,,"0.1",",,W","2.0",",,W","28","H,,S","35",",,W","22",",,W",,,"  220",",,W","  200",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,,,,,
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-02-28","7.83",",,W","0.00",",,W,2400",,,"0.0",",,W","1.2",",,W","32","H,,S","39",",,W","27",",,W",,,"  200",",,W",,,"14.1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024157","SPOKANE INTERNATIONAL AIRPORT, WA US","47.6216","-117.528","717.2","2018-03-01","9.40",",,W","0.18",",,W,2400",,,"0.9",",,W","1.2",",,W","36","H,,S","39",",,W","32",",,W",,,"  130",",,W","  150",",,W","14.1",",,W","19.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,
